Transaction_ID,Device,Location,Merchant,Amount,Payment_Mode,Transaction_Timestamp,Fraud
TXN31877641,Web,Kolkata,JioMart,6294,UPI,2025-02-10 15:50:39,0
TXN73583371,iPhone,Ahmedabad,AJIO,8899,Wallet,2025-06-06 17:52:06,0
TXN69879027,iPhone,Kolkata,Quikr,25870,UPI,2025-08-01 15:04:32,0
TXN98762584,Web,Pune,Nykaa,7235,Debit Card,2025-04-03 11:46:25,0
TXN31713036,Android,Ahmedabad,Croma,5383,UPI,2025-11-09 20:32:42,0
TXN34587658,iPhone,Bengaluru,Blinkit,3710,UPI,2025-12-23 01:24:36,0
TXN56002730,Web,Mumbai,Myntra,7844,Credit Card,2025-04-08 21:17:07,0
TXN12559775,Android,Bengaluru,OLX,6706,Credit Card,2025-04-01 00:24:28,0
TXN49503339,Web,Chennai,Blinkit,9532,Debit Card,2025-11-18 14:03:32,0
TXN94025001,Android,Kolkata,Croma,1853,UPI,2025-06-22 05:25:46,0
TXN26008751,iPhone,Mumbai,Quikr,6433,UPI,2025-12-30 12:02:53,1
TXN20726815,iPhone,Ahmedabad,OLX,10748,Debit Card,2025-11-23 22:22:19,0
TXN15654375,Android,Ahmedabad,Used Phone Store,25405,UPI,2025-03-30 10:46:21,0
TXN32770234,Web,Hyderabad,Blinkit,2069,Debit Card,2025-09-06 02:46:28,0
TXN74122733,iPhone,Delhi,Nykaa,5542,UPI,2025-03-16 06:40:37,0
TXN65607500,iPhone,Bengaluru,AJIO,753,UPI,2025-10-17 06:37:08,0
TXN15269657,Android,Bengaluru,BonusWallet,44243,Debit Card,2025-09-17 06:42:36,0
TXN74170140,Android,Chennai,Flipkart,7488,UPI,2025-10-28 01:42:30,0
TXN26220301,Android,Mumbai,Blinkit,9339,UPI,2025-03-01 14:20:15,0
TXN66758397,iPhone,Bengaluru,BigBasket,11841,UPI,2025-09-14 17:06:45,0
TXN86251000,Web,Delhi,Tata Cliq,3570,UPI,2025-02-13 06:09:48,0
TXN16693797,Web,Hyderabad,IRCTC,9138,UPI,2025-10-21 00:08:31,0
TXN83355853,iPhone,Pune,AJIO,3945,UPI,2025-12-21 15:14:19,0
TXN97079906,Android,Delhi,Gaming Recharge,650,UPI,2025-04-01 03:40:54,0
TXN49557668,iPhone,Delhi,BookMyShow,8690,Credit Card,2025-05-14 15:02:22,0
TXN17616176,Web,Kolkata,IRCTC,8803,Debit Card,2025-10-22 11:08:44,0
TXN43133726,Android,Ahmedabad,Forex Exchange,4068,UPI,2025-06-19 02:40:31,1
TXN58690031,Android,Bengaluru,Myntra,11719,Debit Card,2025-03-25 01:55:02,0
TXN43067712,Web,Bengaluru,Gaming Recharge,20920,Debit Card,2025-11-27 05:56:16,0
TXN34728676,iPhone,Ahmedabad,IRCTC,4772,Debit Card,2025-04-03 19:36:04,0
TXN44405292,Android,Ahmedabad,InstantCrypto,79423,UPI,2025-07-12 22:36:50,1
TXN99081432,Web,Delhi,AJIO,3733,UPI,2025-08-19 16:02:32,0
TXN80133020,iPhone,Chennai,JioMart,7542,Credit Card,2025-07-08 01:05:57,0
TXN20321715,iPhone,Mumbai,FastCash,9030,Debit Card,2025-01-30 00:27:41,0
TXN60408441,iPhone,Kolkata,Amazon,7523,Credit Card,2025-07-26 14:11:02,0
TXN14803650,Web,Pune,Gaming Recharge,2577,Debit Card,2025-12-19 19:45:40,0
TXN31779791,Android,Hyderabad,Zomato,2038,Credit Card,2025-03-27 23:38:53,0
TXN88726630,Android,Kolkata,Myntra,5900,UPI,2025-01-24 20:14:37,0
TXN22131016,iPhone,Mumbai,Nykaa,10432,Wallet,2025-05-07 06:30:31,0
TXN18710816,Android,Kolkata,InstantCrypto,24667,Credit Card,2025-02-10 23:29:45,0
TXN95184654,iPhone,Hyderabad,AnonymousSeller,52237,UPI,2025-01-04 13:47:23,1
TXN50733239,Android,Pune,Blinkit,1698,Debit Card,2025-09-07 13:22:48,0
TXN82956337,Android,Mumbai,Tata Cliq,2797,Debit Card,2025-01-24 04:28:43,0
TXN81502175,Web,Kolkata,Gaming Recharge,21271,UPI,2025-02-17 15:46:52,0
TXN36298670,iPhone,Delhi,Local Seller,28467,UPI,2025-01-04 19:08:59,1
TXN19112278,Web,Ahmedabad,InstantCrypto,22129,UPI,2025-07-07 20:41:25,1
TXN67142667,iPhone,Kolkata,Croma,2822,Wallet,2025-04-19 20:32:40,0
TXN40246144,Android,Mumbai,Myntra,1692,UPI,2025-08-06 06:35:25,0
TXN32767056,Android,Bengaluru,AJIO,11151,Credit Card,2025-07-20 08:17:27,0
TXN20024426,Android,Bengaluru,BookMyShow,11436,UPI,2025-11-23 06:37:10,0
TXN73984802,Android,Ahmedabad,Croma,1164,Credit Card,2025-07-02 17:01:52,0
TXN67497754,Android,Ahmedabad,Myntra,2402,UPI,2025-01-09 07:42:39,0
TXN53030756,iPhone,Chennai,BookMyShow,8013,UPI,2025-07-10 00:07:37,0
TXN48846111,Web,Mumbai,GiftCardHub,5711,UPI,2025-11-27 03:55:48,1
TXN54525445,iPhone,Mumbai,Amazon,1339,UPI,2025-10-02 03:33:04,0
TXN59492866,Android,Kolkata,JioMart,4693,UPI,2025-05-10 14:29:38,0
TXN67139503,iPhone,Kolkata,Local Seller,28578,UPI,2025-01-04 19:08:59,1
TXN83595585,iPhone,Delhi,InstantCrypto,22456,UPI,2025-07-07 20:41:25,1
TXN56883609,iPhone,Hyderabad,Nykaa,8266,Debit Card,2025-01-20 05:45:49,0
TXN89405773,iPhone,Delhi,Gaming Recharge,1741,Debit Card,2025-02-18 05:30:49,0
TXN37614451,Web,Mumbai,Myntra,6409,UPI,2025-08-17 19:45:21,0
TXN59408610,iPhone,Delhi,Gift Card Store,21049,UPI,2025-03-02 00:58:58,0
TXN86181293,iPhone,Kolkata,Zomato,3995,UPI,2025-04-12 11:44:56,0
TXN95903205,iPhone,Bengaluru,Gaming Recharge,19183,Debit Card,2025-12-08 06:26:58,0
TXN81235064,Web,Bengaluru,Zomato,417,UPI,2025-06-23 12:50:15,0
TXN77306184,Android,Chennai,BookMyShow,1405,Debit Card,2025-02-03 03:53:18,0
TXN44026523,iPhone,Kolkata,CryptoX,5583,Debit Card,2025-07-18 17:33:35,1
TXN60523811,Web,Ahmedabad,Amazon,5991,UPI,2025-03-28 10:07:21,0
TXN78074091,Web,Chennai,JioMart,10224,Credit Card,2025-08-25 05:44:23,0
TXN15242757,iPhone,Pune,Swiggy,9876,UPI,2025-02-06 04:12:10,0
TXN62430734,Web,Kolkata,Local Electronics,14624,Credit Card,2025-06-18 22:56:18,0
TXN19471178,iPhone,Chennai,Swiggy,3828,UPI,2025-06-09 05:53:20,0
TXN23232036,Web,Ahmedabad,Nykaa,8694,UPI,2025-08-15 00:06:43,0
TXN30742022,Android,Chennai,JioMart,7718,UPI,2025-06-24 01:20:39,0
TXN93208494,Web,Chennai,Amazon,3409,UPI,2025-01-19 08:03:19,0
TXN43655983,iPhone,Ahmedabad,Quikr,21766,UPI,2025-11-16 23:38:47,0
TXN13455028,Web,Chennai,Tata Cliq,11185,Debit Card,2025-03-10 20:10:35,0
TXN12748022,Web,Pune,Croma,9369,UPI,2025-10-15 13:22:57,0
TXN66150668,Web,Pune,Flipkart,4834,Credit Card,2025-01-24 10:40:51,0
TXN63130796,Web,Chennai,Used Phone Store,8938,UPI,2025-09-15 06:34:01,0
TXN44322065,Android,Ahmedabad,Used Phone Store,24849,UPI,2025-12-23 17:17:26,0
TXN10779933,iPhone,Delhi,Tata Cliq,627,Debit Card,2025-11-22 21:32:03,0
TXN71382508,Web,Mumbai,Tata Cliq,10982,Debit Card,2025-03-15 21:57:33,0
TXN94207862,Android,Chennai,AJIO,1441,UPI,2025-11-16 10:44:24,0
TXN65672141,Web,Kolkata,AJIO,9234,UPI,2025-01-12 17:31:26,0
TXN17479731,iPhone,Delhi,GiftCardHub,49113,UPI,2025-07-17 19:08:49,0
TXN99137181,Android,Mumbai,Nykaa,11436,UPI,2025-07-28 15:37:44,0
TXN93585289,iPhone,Delhi,Tata Cliq,11325,Wallet,2025-11-29 01:01:09,0
TXN89457062,iPhone,Delhi,BigBasket,11067,Debit Card,2025-08-24 11:25:18,0
TXN39108271,Web,Mumbai,Local Seller,1539,UPI,2025-08-13 16:38:52,1
TXN89795071,Android,Bengaluru,Nykaa,440,UPI,2025-04-22 14:41:19,0
TXN87080626,iPhone,Pune,Swiggy,6195,Credit Card,2025-08-11 21:05:39,0
TXN59249622,Web,Mumbai,Forex Exchange,2043,Credit Card,2025-06-14 01:23:36,0
TXN59652793,Web,Ahmedabad,Flipkart,1858,Debit Card,2025-01-20 11:12:42,0
TXN16426452,Android,Mumbai,LuckyReward,63131,UPI,2025-11-10 14:03:06,1
TXN90453252,Android,Kolkata,AnonymousSeller,60514,UPI,2025-12-13 14:40:26,0
TXN84491637,Web,Kolkata,Myntra,3904,UPI,2025-03-14 14:01:21,0
TXN38140655,Web,Pune,Myntra,11826,Debit Card,2025-02-21 13:53:34,0
TXN51110692,iPhone,Hyderabad,Forex Exchange,12195,UPI,2025-02-23 02:39:28,0
TXN27966106,iPhone,Mumbai,Croma,3152,UPI,2025-03-22 00:01:38,0
TXN68619121,iPhone,Mumbai,Amazon,839,UPI,2025-02-07 05:33:55,0
TXN59840213,Android,Pune,Tata Cliq,10758,UPI,2025-12-10 05:23:56,0
TXN30903821,iPhone,Pune,Nykaa,7296,Debit Card,2025-11-21 02:55:37,0
TXN54176147,Android,Hyderabad,OLX,16441,UPI,2025-08-22 19:20:35,0
TXN74815946,Android,Mumbai,Gaming Recharge,17325,UPI,2025-07-06 02:50:40,0
TXN45059085,iPhone,Pune,myntra,72281,Credit Card,2025-03-22 09:07:17,0
TXN48537010,Web,Ahmedabad,Used Phone Store,19440,UPI,2025-05-06 18:09:46,0
TXN64099833,Web,Pune,Myntra,1786,UPI,2025-02-07 11:01:35,0
TXN81885579,iPhone,Hyderabad,Amazon,6708,Credit Card,2025-04-30 12:04:42,0
TXN60469322,iPhone,Kolkata,Gift Card Store,23733,UPI,2025-09-18 16:24:21,0
TXN37855002,iPhone,Pune,BookMyShow,5960,UPI,2025-07-27 00:41:31,0
TXN45528588,Web,Ahmedabad,Gaming Recharge,29724,UPI,2025-03-30 06:58:06,0
TXN15494235,Web,Ahmedabad,Quikr,24545,UPI,2025-08-28 09:02:18,0
TXN91002921,Web,Ahmedabad,Swiggy,9924,Credit Card,2025-01-25 11:06:29,0
TXN38515107,iPhone,Chennai,GiftCardHub,45157,UPI,2025-08-31 07:00:27,1
TXN69094979,Android,Ahmedabad,BookMyShow,4001,UPI,2025-08-06 06:50:38,0
TXN17638402,Web,Kolkata,BonusWallet,18024,UPI,2025-03-07 11:53:15,1
TXN99890102,Web,Delhi,BookMyShow,1920,UPI,2025-12-05 13:27:11,0
TXN27380559,Android,Chennai,BigBasket,3118,UPI,2025-12-24 19:11:08,0
TXN40885711,iPhone,Ahmedabad,IRCTC,1510,UPI,2025-07-20 02:18:10,0
TXN91626162,Android,Pune,AJIO,3994,Credit Card,2025-10-08 23:02:12,0
TXN99309903,Android,Mumbai,Zomato,6502,UPI,2025-07-08 01:21:30,0
TXN91776538,Web,Bengaluru,Reliance Digital,4169,UPI,2025-10-26 01:53:50,0
TXN16075697,iPhone,Hyderabad,AJIO,10600,UPI,2025-04-02 05:36:56,0
TXN13794494,Web,Mumbai,Forex Exchange,9645,Credit Card,2025-04-05 15:15:28,0
TXN63401630,iPhone,Ahmedabad,Flipkart,2789,Wallet,2025-02-13 02:55:42,0
TXN88183154,Android,Bengaluru,Local Electronics,17775,UPI,2025-10-11 21:29:12,0
TXN27323200,iPhone,Pune,Blinkit,11644,UPI,2025-03-23 09:12:43,0
TXN27334266,Web,Mumbai,OLX,5222,Credit Card,2025-05-04 04:40:00,0
TXN94948354,Android,Ahmedabad,Reliance Digital,8815,UPI,2025-12-21 04:13:27,0
TXN72256308,Android,Bengaluru,Local Electronics,15999,UPI,2025-05-03 09:17:17,0
TXN69348751,Android,Delhi,Myntra,7209,UPI,2025-04-10 23:25:28,0
TXN44763185,Android,Mumbai,InstantCrypto,24667,Credit Card,2025-02-10 23:29:45,1
TXN73580504,Android,Ahmedabad,AnonymousSeller,52237,UPI,2025-01-04 13:47:23,1
TXN39701620,iPhone,Ahmedabad,InstantCrypto,79423,UPI,2025-07-12 22:36:50,1
TXN75989774,iPhone,Kolkata,Forex Exchange,4068,UPI,2025-06-19 02:40:31,1
TXN44326016,iPhone,Bengaluru,Blinkit,4949,Debit Card,2025-05-09 15:57:40,0
TXN42649535,Web,Mumbai,Nykaa,7421,UPI,2025-07-07 19:54:23,0
TXN74472022,Web,Delhi,Quikr,12966,UPI,2025-01-23 15:00:41,0
TXN12973406,Web,Hyderabad,Amazon,6616,UPI,2025-10-23 07:13:27,0
TXN12500792,Android,Pune,IRCTC,1163,UPI,2025-09-10 06:42:02,0
TXN51101100,Android,Ahmedabad,Reliance Digital,3897,UPI,2025-07-08 00:16:56,0
TXN29797232,iPhone,Kolkata,Forex Exchange,18921,Debit Card,2025-10-14 16:21:11,1
TXN92618818,Web,Bengaluru,InstantCrypto,31634,Debit Card,2025-12-27 07:04:21,0
TXN56016227,Web,Pune,Forex Exchange,363,UPI,2025-10-04 12:38:57,0
TXN81569415,Android,Pune,CryptoX,5583,Debit Card,2025-07-18 17:33:35,1
TXN67139500,iPhone,Kolkata,Local Seller,28467,UPI,2025-01-04 19:08:59,1
TXN83595589,iPhone,Delhi,InstantCrypto,22129,UPI,2025-07-07 20:41:25,1
TXN38581991,Web,Pune,GiftCardHub,5711,UPI,2025-11-27 03:55:48,1
TXN98228037,Android,Bengaluru,Croma,5051,UPI,2025-02-13 07:06:44,0
TXN26900048,Web,Delhi,AJIO,2702,UPI,2025-02-11 11:51:38,0
TXN74492322,Android,Ahmedabad,BigBasket,11148,UPI,2025-12-30 05:58:33,0
TXN81569415,Android,Pune,CryptoX,5583,Debit Card,2025-07-18 17:33:35,1
TXN67139500,iPhone,Kolkata,Local Seller,28467,UPI,2025-01-04 19:08:59,1
TXN60469322,iPhone,Kolkata,Gift Card Store,23733,UPI,2025-09-18 16:24:21,0
TXN80496299,Android,Bengaluru,Nykaa,1709,UPI,2025-02-28 01:08:11,0
TXN51259985,Android,Bengaluru,Swiggy,8970,Debit Card,2025-09-19 04:37:52,0
TXN14346062,Web,Bengaluru,Amazon,10371,UPI,2025-04-18 17:19:00,0
TXN68789135,Android,Chennai,Myntra,3754,UPI,2025-03-30 16:43:09,0
TXN37581296,Android,Hyderabad,FastCash,53463,Debit Card,2025-02-25 04:48:57,1
TXN59451464,Web,Kolkata,Swiggy,8300,Credit Card,2025-12-22 04:54:22,0
TXN82695686,iPhone,Chennai,GiftCardHub,49113,UPI,2025-07-17 19:08:49,1
TXN38821496,Android,Hyderabad,Local Seller,1539,UPI,2025-08-13 16:38:52,1
TXN38968180,iPhone,Kolkata,JioMart,6365,UPI,2025-06-17 12:41:01,0
TXN27199514,Web,Kolkata,Croma,1556,Wallet,2025-08-17 22:21:34,0
TXN79649667,Android,Pune,GiftCardHub,34960,UPI,2025-04-26 00:51:27,1
TXN33762550,Android,Pune,AnonymousSeller,52306,UPI,2025-12-02 14:05:48,1
TXN10677894,Web,Bengaluru,Zomato,713,Debit Card,2025-11-15 16:32:50,0
TXN26467610,Android,Bengaluru,Quikr,11925,Wallet,2025-06-27 08:21:25,1
TXN38515107,iPhone,Chennai,GiftCardHub,45157,UPI,2025-08-31 07:00:27,1
TXN69094979,Android,Ahmedabad,BookMyShow,4001,UPI,2025-08-06 06:50:38,1
TXN58616238,Web,Bengaluru,LuckyReward,37849,UPI,2025-08-22 14:28:30,1
TXN49877176,Android,Hyderabad,Blinkit,11385,UPI,2025-10-02 22:47:40,0
TXN47605632,Android,Pune,CryptoX,50007,UPI,2025-03-30 14:23:04,0
TXN47447842,Web,Pune,Swiggy,8753,Credit Card,2025-10-01 02:14:09,0
TXN86440056,iPhone,Bengaluru,Forex Exchange,11921,Wallet,2025-06-20 01:34:42,1
TXN82166094,Android,Kolkata,InstantCrypto,60909,Debit Card,2025-03-24 02:54:17,1
TXN38515108,iPhone,Chennai,GiftCardHub,4674,UPI,2025-08-31 07:00:27,1
TXN69094978,Android,Ahmedabad,BookMyShow,400,UPI,2025-08-06 06:50:38,1
TXN58616235,Web,Bengaluru,LuckyReward,37848,UPI,2025-08-22 14:28:30,1
TXN25506693,iPhone,Bengaluru,Quikr,6433,UPI,2025-12-30 12:02:53,1
TXN66186164,iPhone,Pune,Gaming Recharge,10313,Debit Card,2025-01-10 17:08:08,0
TXN78604048,Android,Bengaluru,FastCash,38731,UPI,2025-08-14 06:07:22,1
TXN43854338,iPhone,Chennai,Blinkit,9942,Debit Card,2025-09-24 19:27:38,0
TXN72314376,Web,Kolkata,CashTransferPro,42763,UPI,2025-10-03 09:08:29,1
TXN71387789,Android,Ahmedabad,Zomato,6417,UPI,2025-05-20 09:26:07,0
TXN60346386,Web,Ahmedabad,Quikr,6580,UPI,2025-09-06 00:35:24,1
TXN77947031,iPhone,Hyderabad,Zepto,10597,UPI,2025-02-21 20:33:45,0
TXN15697384,Android,Chennai,AnonymousSeller,61896,UPI,2025-09-08 06:51:29,1
TXN85537425,iPhone,Pune,Nykaa,3390,Wallet,2025-11-10 00:57:46,0
TXN76716869,iPhone,Pune,Myntra,10046,UPI,2025-02-04 21:12:31,0
TXN81569412,Android,Pune,CryptoX,55834,Debit Card,2025-07-18 17:33:35,1
TXN67139503,iPhone,Kolkata,Local Seller,28578,UPI,2025-01-04 19:08:59,1
TXN83595585,iPhone,Delhi,InstantCrypto,22456,UPI,2025-07-07 20:41:25,1
TXN38581993,Web,Pune,GiftCardHub,83,UPI,2025-11-27 03:55:48,1
TXN26467547,Android,Bengaluru,Quikr,11924,Wallet,2025-06-27 08:21:25,1
TXN75108262,iPhone,Mumbai,Tata Cliq,2185,UPI,2025-09-16 16:24:21,0
TXN73823938,Android,Pune,JioMart,3520,Wallet,2025-02-07 08:15:38,0
TXN65159489,Android,Ahmedabad,Quikr,24310,Wallet,2025-11-13 01:43:25,0
TXN26467547,Android,Bengaluru,Quikr,11925,Wallet,2025-06-27 08:21:25,1
TXN38515108,iPhone,Chennai,GiftCardHub,45178,UPI,2025-08-31 07:00:27,1
TXN69094978,Android,Ahmedabad,BookMyShow,4024,UPI,2025-08-06 06:50:38,1
TXN58616235,Web,Bengaluru,LuckyReward,37567,UPI,2025-08-22 14:28:30,1
TXN99754834,Web,Ahmedabad,BookMyShow,1855,UPI,2025-01-29 13:14:11,
TXN38515107,iPhone,Chennai,GiftCardHub,45157,UPI,2025-08-31 07:00:27,
TXN45668093,Android,Pune,Gift Card Store,21482,UPI,2025-08-03 23:02:44,
TXN80495800,Android,Delhi,Blinkit,11181,Credit Card,2025-10-05 08:59:30,
